1,11828,43
1,18935,91
1,39550,-74
2,3784,17
2,10442,96
2,11539,-44
2,12485,28
2,13526,76
2,23791,-53
2,35964,61
2,38445,-52
3,16410,68
3,22468,-96
3,29688,2
3,32286,-82
3,36998,-44
3,40872,82
4,9239,-15
4,11352,43
4,30485,-84
4,41861,-44
4,42541,84
5,9436,93
5,16976,-94
5,26294,-72
5,37432,-13
6,10073,32
6,11923,42
6,24830,-29
6,38015,-69
7,1960,67
7,7226,40
8,1296,30
8,30706,-2
8,47117,-36
9,10785,58
9,14127,57
9,17968,91
10,297,7
10,29080,74
10,48862,71
10,49259,25
11,13910,34
11,20750,-70
11,33885,-57
11,35794,64
11,39757,-41
12,6925,36
12,14799,-55
12,24006,0
12,24114,84
12,33460,80
13,2723,18
13,7579,6
13,12214,18
13,30108,-80
13,30270,-36
13,38818,-10
14,4493,67
14,22225,17
14,35825,-8
14,37303,-20
14,45031,71
15,5442,-86
15,7133,50
15,9117,-93
15,17249,-81
15,21091,73
16,18530,69
16,26767,-43
16,40600,5
16,47083,-45
17,2327,-83
17,4153,34
17,19670,48
17,31332,91
17,32443,26
17,33761,-38
18,1496,-1
18,2945,-67
18,5352,23
18,8278,-53
18,16928,81
18,39747,-15
19,3096,-65
19,8672,19
19,18339,45
19,20739,47
19,27909,2
19,32646,31
20,6753,38
20,13900,41
20,35115,-37
20,35383,-88
20,48822,79
21,41210,-30
21,42868,75
21,46177,-41
22,2883,-76
22,7608,93
22,20367,-9
23,9250,6
23,9475,49
23,21986,13
23,26324,-44
23,27801,16
23,41481,-12
23,45750,-40
25,24629,37
25,26743,-69
25,27002,72
25,48678,23
26,3268,59
26,3685,51
26,14233,17
26,17623,-28
26,23026,31
26,26081,89
27,953,-96
27,18005,34
27,24005,-43
27,38956,72
27,44786,-70
28,16856,-69
28,22725,-91
28,39642,-93
29,11958,-95
29,31849,19
29,39108,45
29,40256,61
29,48066,31
29,49042,11
30,2189,7
30,18837,-19
30,25507,-18
30,34369,-23
30,48526,40
31,13676,-6
31,25894,69
31,28558,-44
31,42777,-14
31,49587,-91
32,3051,53
32,20549,5
32,28602,47
32,34376,-50
33,22604,-79
33,40453,-17
33,48663,-63
34,11544,34
34,17706,41
34,19101,-84
34,20816,-44
34,44413,-38
34,47012,43
35,611,67
35,1057,14
35,1567,87
35,8877,47
35,47393,-38
35,49356,94
36,13420,-31
36,39933,-63
37,4567,-78
37,5559,87
37,18559,49
37,32980,-78
37,43369,-52
37,45470,-43
38,3061,-41
38,5952,57
38,11724,64
38,12707,98
38,16974,82
38,36207,21
38,38453,50
38,39247,40
38,42046,83
39,11462,48
39,17767,46
39,35445,27
39,43832,15
40,10337,28
40,15789,-16
40,25733,18
40,29035,32
40,30951,-6
41,22544,71
41,22554,13
41,27214,-89
41,36345,26
41,42881,17
42,22178,-9
42,23126,-79
42,33414,-93
42,43011,84
43,1040,33
43,7930,62
43,16213,13
43,21528,14
43,32701,22
43,41748,-52
44,3914,94
44,30349,-15
45,10896,-94
45,11477,6
45,11934,-56
46,1316,56
46,22317,-52
46,38186,90
46,44193,-70
47,6527,64
47,22990,-85
47,49086,-41
48,10410,-76
48,25172,-41
48,26342,45
48,29286,9
48,31210,-82
48,36138,-70
48,47826,5
49,1003,69
49,12018,28
49,18054,-17
50,4803,-66
50,5971,54
50,20031,-99
51,30158,-52
51,37016,1
51,41250,39
52,7394,-6
52,11137,-31
52,24574,-69
52,30659,84
52,33290,99
52,41820,-22
53,26763,48
53,42444,-65
53,43479,59
55,32439,13
56,20044,-79
56,29228,-50
56,30417,55
56,39606,15
56,42673,55
57,2282,87
57,8306,3
57,13366,-16
57,38746,21
57,40266,86
57,42375,-47
58,2362,95
58,11941,-37
58,25641,81
58,43054,-9
59,13722,-55
59,39336,-100
59,47534,-84
59,48007,-93
60,19555,-20
60,32262,-61
60,44066,-17
60,44304,-98
61,3125,-56
61,4403,-46
61,24358,65
61,33810,-75
61,38301,-20
62,33033,-18
62,42948,36
63,17172,-39
64,4639,-7
64,12199,80
64,19451,6
64,21508,99
64,32783,73
64,43617,-37
65,8157,77
65,15448,62
65,43222,58
66,2774,7
66,18106,55
66,21993,-29
66,45110,75
66,47482,11
66,47918,-27
67,20652,-33
67,33668,0
67,39525,97
67,42284,-34
67,48343,-25
68,2325,-83
68,2435,79
68,9418,-6
68,27274,-43
68,45953,43
69,9809,58
69,16693,-25
