15796,47131,-59
861,49654,-84
38159,12929,65
44733,42134,52
11285,18312,73
6266,42309,9
16851,47384,71
37195,20092,-36
21963,3361,43
47192,47876,-25
44132,45632,-26
16024,7887,30
41091,19260,-8
1686,45961,-6
770,1578,-33
2434,44853,-69
5312,37066,10
37820,39484,30
39189,36202,72
17569,32654,77
19770,32051,-83
28694,31731,65
6397,35193,21
27481,32667,-15
41435,16918,11
25659,13786,9
18943,7616,-38
18432,3455,96
2748,21528,-16
190,11806,96
19119,11345,83
35774,30615,36
1900,36641,-79
1268,34274,5
31552,10483,-39
11395,15003,18
3557,9534,-24
3891,1759,47
41607,34713,91
30741,21954,32
14503,17940,30
21778,48939,16
10628,1603,47
8793,18938,-22
43324,47336,-96
43022,8768,19
8434,870,-50
43002,34094,92
11017,22972,86
23898,42170,9
2613,4248,-58
23484,6051,-30
48556,19991,-9
17160,27144,-29
44975,5334,-80
40995,20112,-66
14542,24518,69
35921,5607,-10
26532,10173,77
1586,15348,81
3944,20223,47
23940,9535,-62
19458,42650,73
1022,25481,-82
11654,44435,-98
43574,10055,-53
13418,37488,83
40758,12057,-98
9693,16920,-43
45759,15399,-64
6874,33455,94
5676,20157,80
162,39525,-63
37066,8930,-1
26558,35682,-84
33764,17172,10
32607,17157,88
11535,24812,-83
29128,47524,-16
40398,7547,-76
25852,16062,9
1017,33458,-68
24254,7956,58
24277,47755,-93
23248,21973,6
24301,5268,81
8530,25350,75
17263,30381,-81
9269,47386,71
21272,24727,70
12186,29593,-42
21244,28676,-75
39100,26042,11
8572,43784,-12
39977,36788,-72
38045,4212,51
49217,5987,87
48985,35356,38
40775,27636,-30
2569,47778,-95
2028,43195,76
2696,40414,-77
48191,36241,13
5259,21884,82
22003,20513,2
39505,46904,37
33160,23357,9
13987,5085,-72
12667,10097,4
38661,2061,96
3562,7464,78
26855,19710,9
38953,37223,-1
22663,33591,-24
8393,18446,-12
30536,27912,38
13068,24736,-33
48034,17291,-4
23600,19171,43
35223,32069,-62
11838,46770,4
14040,31789,87
30819,14789,60
19116,31554,-21
10966,27290,-49
24539,39710,-87
42531,4429,-86
5057,31612,84
32483,1574,-58
47717,11249,-1
8111,10344,3
13774,45211,22
27267,36019,49
17413,29071,-50
33271,34110,16
6911,21089,-99
45454,2078,-92
25447,46240,-73
207,4530,73
21519,17415,-58
22362,18215,-28
23420,5565,-61
48703,49936,61
41524,25291,-36
45152,5029,70
22404,23861,-74
18142,8782,-27
14821,19095,8
40343,21882,80
6375,8379,23
1679,40287,44
33828,9244,-34
16199,49642,91
9915,43973,-41
27891,9560,-19
22300,4787,-85
43586,18130,-19
43690,27844,11
42558,28887,-24
49081,7881,71
44021,6259,-10
2694,4899,-37
29468,25739,-71
29724,46609,83
46700,37943,59
3628,25170,96
25940,35354,-3
48926,49711,39
42942,25086,51
21835,19953,-68
18048,3610,5
26106,313,-35
10231,40145,63
15708,11486,13
21977,20047,-48
44263,47607,33
23777,32751,68
30081,44826,-5
1307,7209,61
6777,46748,53
27252,22517,-4
9475,30099,93
40295,34560,-87
21960,28706,64
5531,13158,-86
29321,27049,-20
3749,24408,22
31969,36818,-9
32563,46847,-43
13546,17994,46
664,37380,-82
34767,37823,-97
7995,13333,9
28022,13120,70
30304,30874,-94
3305,15206,20
46577,43252,40
39354,46149,-27
17676,6095,-21
44418,29592,-22
23939,9738,66
23665,15825,57
1637,8224,4
20081,2633,-68
27729,6377,89
49851,37263,82
26737,40114,-35
28674,23043,46
37506,32872,-59
47324,6179,89
46646,33395,-74
855,39222,-94
24549,31437,-61
38624,48240,92
7393,43719,-33
46718,48229,43
21557,26010,54
38560,29267,-30
26310,7522,-52
21920,38691,-83
4932,12956,-36
32971,16125,84
44216,40674,27
12689,3697,92
25343,16763,-57
37158,19600,-90
2328,28592,97
40773,20723,50
40546,43488,-42
198,3921,83
23510,44376,-94
34699,49221,70
44543,17100,-39
15088,35734,63
22672,13324,-42
25185,46173,75
27849,3642,13
42108,23335,-48
20667,21254,-52
44358,27656,71
15709,38455,28
26371,25950,-49
49812,6205,49
2812,19710,90
47012,2387,-6
6547,7006,-23
34755,22489,72
30207,35120,18
41107,48450,60
11412,42862,68
2912,35435,93
1735,40088,-86
18228,38264,-25
8681,6428,-93
19361,11298,-60
18344,15673,1
5760,11843,-19
23079,49434,-88
35154,43711,-10
11112,41622,55
37505,8672,30
1803,6763,71
8156,39844,-7
8121,41509,54
39385,8835,-86
47026,30554,79
47255,16330,24
21919,23616,13
20446,49516,-45
30307,40154,34
16647,3688,-20
46844,15303,2
31066,37946,-71
25200,16214,61
41977,13876,94
16372,13579,21
11836,31621,-58
45937,25926,-55
2050,30279,10
31617,47726,-97
38192,42130,21
47358,47055,-13
20933,39280,73
29856,591,56
7159,46902,45
43017,30089,72
7401,23532,0
42643,44476,-42
15152,25260,66
1155,49283,44
4500,43781,-62
6296,10902,-48
12184,23350,30
29300,34741,13
12875,16318,53
32712,39346,-22
5540,34923,63
42406,18458,-89
48355,4009,55
2558,2687,-19
38361,24200,30
16483,23576,53
2201,15336,54
46941,8461,12
2962,2379,90
46976,45165,43
21358,37611,-44
11970,5262,73
2870,19502,-17
46761,38639,-10
28644,30861,46
24737,5272,-97
38468,27024,-62
23329,21021,-52
25877,2067,14
21296,28604,86
3988,3551,-68
22400,8413,92
46215,47392,-40
33987,24145,-35
20881,33351,74
4736,24294,84
44065,20805,59
4556,46040,85
41915,43960,73
40819,23163,-12
45526,29168,-22
19831,31182,1
17430,18811,83
6894,8381,24
14374,12737,76
