2236,469
763,1074
2227,649
2189,2343
21,208
296,2362
2015,995
20,2198
294,451
1088,1894
867,2191
184,737
1987,7
2279,1576
610,1074
1582,187
61,1798
362,743
465,1622
1068,905
192,1500
1403,1124
1962,593
1835,1306
909,94
580,1316
1709,672
2067,1814
1848,198
2100,944
1730,1145
1772,324
2205,1640
634,397
1662,839
149,2274
2354,1066
900,1684
368,2089
1731,1612
1820,378
1904,1769
1137,873
2107,2128
1250,750
1236,852
1504,2064
1057,621
2080,948
952,2490
1948,1960
2153,1197
2474,1023
1550,638
552,75
1599,796
2119,2488
961,1384
1367,1806
135,1076
597,1107
961,337
79,363
1781,1567
1887,502
817,1002
944,1043
1059,764
2227,1509
2416,213
1585,2042
2249,1268
1249,107
1535,235
1650,1205
2342,2250
1870,225
1379,72
2053,2268
1777,2104
75,1425
1697,1815
113,1128
2270,2387
1771,690
1483,1226
1139,369
1905,545
2117,401
1495,1586
784,2248
2329,994
135,1573
1633,2459
1985,2352
763,95
1616,11
1399,2228
36,2210
2121,412
471,2138
208,1270
729,447
103,170
812,1384
1020,2316
715,1451
1957,425
2475,122
682,1274
496,2087
1347,1664
2202,2178
2134,997
606,1437
468,1961
2051,2167
2113,830
819,1666
2390,1596
443,2318
420,2334
351,514
1503,1251
1443,217
501,2444
2268,825
2173,965
232,4
1278,86
2009,2291
794,1205
1400,749
947,2201
424,2160
1273,2371
2480,600
1005,112
688,526
1514,2325
2271,318
671,2050
1135,693
1216,1584
2150,1196
68,2245
682,1650
1547,408
882,139
1348,1632
1881,2095
2397,965
428,1891
942,126
1833,334
80,390
1786,2208
810,1404
2393,1610
504,839
926,2410
1686,1869
2384,1911
541,1256
2191,2270
549,1605
1363,1364
631,1186
1198,1004
1628,2049
1230,956
1125,1428
1443,2003
89,573
482,1965
26,1685
1527,132
52,1859
2142,2391
414,491
2451,1914
2348,244
37,2490
195,861
1599,422
1423,425
958,1786
1555,1547
388,209
283,1913
959,735
1779,474
337,2378
383,804
2012,187
780,1672
1468,2009
527,1226
759,566
291,1215
136,523
738,1382
101,7
2285,2123
1517,1497
2089,1430
2419,1076
1288,1152
1429,108
1838,1067
931,2083
2075,485
237,174
2061,321
1856,1609
443,279
2174,198
1589,1265
2046,952
2462,2062
2159,2290
1179,2269
1313,2498
1060,2089
2,1475
2245,1017
1260,393
1891,1428
418,1804
690,1997
2424,1433
2398,212
1040,1558
942,757
2280,2408
721,529
2037,206
213,2045
1389,2385
570,67
1911,740
2150,1022
367,418
977,347
1839,1803
2372,317
1888,2190
382,137
2462,210
1722,171
1333,884
2299,448
1008,535
1281,1633
949,894
2425,35
630,2346
1065,2274
22,1672
1069,407
2423,110
537,1071
600,602
2312,279
2339,382
997,2224
1372,1347
2112,1911
40,1433
1249,1
347,1590
474,1136
2122,1552
823,1290
1076,1241
2314,1264
270,848
2183,515
1097,1529
1995,464
216,1551
453,969
878,438
1375,490
2020,228
466,1662
149,1726
310,2317
1139,1647
626,2065
2408,754
95,1382
1626,2408
292,1896
660,602
1326,2412
233,269
627,196
2036,2279
2349,524
1831,598
20,161
197,1514
1131,372
2411,2341
1759,2415
1067,616
1526,1130
3,1914
886,46
1956,485
625,1668
933,1784
1705,85
918,200
2203,1759
491,1853
694,2441
1618,611
410,696
814,1311
664,1781
2094,311
1364,960
1039,382
2317,1228
2065,2175
904,1096
1117,2143
1619,1078
1536,784
891,1800
2308,1300
367,110
2483,1826
2383,656
2045,1829
2498,902
1195,1393
1582,378
1883,1538
1542,979
2063,2408
807,1284
1412,1135
1742,781
1972,1731
872,861
1679,432
1487,1659
430,1684
1643,1677
1737,558
290,132
928,877
690,1234
1495,2193
1082,563
35,781
900,1983
542,2275
2199,1262
602,111
1622,692
1611,2489
2043,685
2053,1144
1420,1911
213,945
121,1356
1342,1927
2305,1486
2014,519
186,667
1851,2218
844,2101
2468,1894
1087,775
1706,524
2451,1432
1071,13
1321,2110
466,1367
1436,1868
51,105
541,2184
1059,1881
1778,1568
1982,809
2247,97
1163,1709
13,1018
1615,1052
832,1838
2025,398
949,144
1198,885
2414,624
1694,1466
1298,1466
171,2479
278,390
657,2372
2224,1631
1634,368
885,775
762,1607
990,1471
2421,869
1712,180
1736,537
1849,2400
1823,1179
35,231
346,93
2442,1867
821,2308
351,1376
1846,530
163,2079
182,106
1898,2117
1361,488
2387,2281
384,1674
315,1803
2355,528
1267,1203
1568,2363
1717,1934
1930,500
2086,1013
612,1164
589,2429
747,571
1881,500
530,573
810,856
918,160
2007,87
1024,2276
2441,544
1873,208
1869,503
909,1858
1778,2307
1370,38
1998,2310
2182,1902
853,1468
2298,1030
2296,2418
477,2120
401,1344
1657,970
521,2163
1505,347
651,1455
1265,860
140,256
1577,1391
412,2112
2337,850
926,118
1504,95
2010,2441
2450,1959
2021,1782
1104,2110
869,523
1963,1548
781,639
581,1517
236,2007
1106,1109
366,316
1317,1292
1152,2393
1302,1694
936,819
143,917
226,2120
823,2110
1287,2473
2286,2214
144,1263
1508,1920
47,1559
1528,586
91,848
191,557
233,1197
1549,874
515,2078
620,145
1731,356
76,984
679,496
2411,1283
1320,1990
1819,1408
1569,479
452,682
388,2131
1312,2479
1807,472
98,1803
1555,665
1200,962
2178,1812
953,452
428,2324
1785,2002
1323,1190
1908,1291
2142,1643
