268,201
36,480
52,168
349,476
69,495
132,240
393,336
179,300
260,471
165,310
210,168
115,489
155,165
260,236
185,114
278,98
385,267
62,492
168,464
312,118
267,214
336,2
73,211
488,310
301,438
140,66
33,248
171,255
233,477
457,194
275,492
199,454
294,252
84,470
20,232
114,10
191,459
488,346
282,70
235,321
29,445
224,190
193,95
487,466
106,463
140,4
379,405
426,44
470,489
74,141
213,28
471,259
484,70
237,211
108,390
152,60
87,59
492,126
34,416
267,319
277,265
330,387
92,302
79,94
479,229
316,351
379,453
389,192
174,395
159,358
294,311
83,320
326,380
285,134
460,261
235,179
80,101
112,429
16,492
39,368
51,452
382,460
282,138
251,343
313,272
484,419
9,245
406,481
385,65
313,473
43,185
374,129
128,409
157,271
244,1
352,7
201,58
459,109
474,225
430,192
250,179
81,370
481,267
41,334
70,230
494,2
5,240
360,50
291,161
256,313
254,380
37,437
100,386
306,33
155,212
154,485
323,113
63,410
171,327
151,202
286,73
190,160
398,253
272,367
357,316
298,230
61,348
444,378
400,52
210,190
399,419
14,126
331,135
82,398
20,325
66,301
365,240
449,145
201,446
172,373
410,229
262,47
308,218
259,298
345,420
250,329
474,369
433,313
363,172
344,430
467,101
44,117
306,46
98,429
104,305
159,305
296,173
215,337
110,284
107,450
193,126
17,212
463,51
478,421
231,119
237,50
42,403
334,239
472,72
198,403
328,317
274,435
126,8
11,415
92,315
338,163
271,231
258,484
465,215
305,68
219,92
470,275
76,98
139,200
442,247
179,456
410,361
298,257
48,411
392,459
72,112
55,334
38,300
123,487
404,293
407,255
475,408
445,129
25,144
128,248
212,46
388,324
46,32
111,305
91,302
429,41
477,209
119,446
182,2
262,483
435,182
194,403
240,455
107,246
27,439
75,33
245,271
330,321
348,61
365,22
388,143
236,375
446,160
221,115
64,430
328,305
400,410
370,439
194,76
490,465
9,351
300,396
86,436
478,27
165,351
301,132
101,104
212,130
311,439
430,60
253,357
460,244
322,420
8,199
431,180
182,159
253,384
238,5
94,46
