268,1095
681,1679
1961,759
1324,1636
1974,1781
280,1106
1670,58
1550,779
1591,1342
1365,96
1785,1207
1568,455
778,299
423,1908
1541,1341
541,1375
1902,71
1698,421
1100,1747
103,246
618,1366
1031,601
1097,1629
1995,1696
1603,1846
599,1352
1653,355
1751,661
1357,1296
837,1818
145,773
1444,1035
1676,1421
1400,583
1533,704
1608,240
23,1421
840,1680
314,810
401,964
695,13
200,1877
534,999
729,1812
1332,979
874,918
1448,1419
1215,1971
809,1054
1492,293
339,85
1041,506
1480,1896
1698,398
85,1746
749,1826
906,1401
432,1890
1350,1786
394,286
1900,1930
877,291
189,1574
1121,1554
3,1978
1240,608
515,1515
9,826
1656,257
1444,1686
224,485
411,869
130,1381
820,1333
1309,1232
1799,1096
708,1766
17,1769
1801,1843
1788,412
169,734
155,1968
1671,1999
842,1357
1997,1080
442,600
1999,861
1701,35
1025,655
1313,713
785,414
1937,1331
658,1801
1235,1962
1768,210
436,1428
515,589
1872,267
1914,1841
180,47
850,21
810,888
504,516
1098,1520
1748,1665
168,746
818,977
1251,221
603,265
1364,1001
1981,969
864,1209
554,1312
434,84
1606,1437
483,614
827,424
204,296
1020,1456
1509,1913
311,242
1111,1989
918,1445
712,28
1865,385
812,115
986,417
404,1898
1850,1425
1379,491
1002,541
1636,4
793,1679
762,1197
848,1386
1978,936
927,1679
1788,1184
1706,477
626,1193
564,315
777,279
1821,580
236,1761
794,1680
540,1498
1382,947
1493,369
1418,1358
838,783
1867,1599
4,63
1887,1199
1852,1470
1576,403
152,1538
1347,1334
680,1923
189,782
1080,1893
612,476
727,1217
402,1420
1490,336
1128,249
330,1172
1084,1634
1607,1824
61,1127
1567,1602
574,858
219,401
1551,1743
490,1798
1937,1141
469,921
908,1557
290,461
434,1000
1575,825
1183,593
1217,1080
1163,1109
242,1324
911,516
130,1083
1631,1214
1704,1204
1597,1895
1939,692
1770,920
1954,1495
1794,194
821,707
483,74
1451,1777
1210,668
838,122
854,1558
1842,1519
767,1410
874,453
1268,1841
488,1995
192,950
1081,1606
74,549
1528,834
893,323
1355,268
517,72
515,291
275,1887
637,662
1988,446
1387,831
950,713
1626,767
317,1740
1135,1927
755,245
1475,943
885,1932
1320,23
1499,25
1122,38
385,562
1824,1362
266,1514
1849,1306
695,1511
979,1041
1088,1622
1592,1384
1536,815
109,255
908,1246
1175,1361
1722,1988
676,860
768,40
235,214
854,1800
1782,727
994,1960
1307,205
1227,1673
641,1921
1640,5
232,590
1557,236
440,1522
574,1751
884,1419
1466,463
298,1438
716,1197
1167,804
1519,1292
14,367
1532,179
1453,938
243,864
1316,1049
405,1686
215,1934
1324,415
800,1541
260,773
1610,592
1709,485
1568,1678
98,860
1117,1742
1412,793
1026,312
1928,1841
95,971
1765,1060
366,531
1698,1644
1901,246
444,1533
372,1136
735,1862
308,1380
1702,73
1686,214
524,1498
782,1793
1300,407
485,869
1971,1515
442,4
1356,982
893,1746
550,769
999,595
1701,1016
1155,1337
464,1340
1334,585
1493,987
1892,1258
422,1114
1172,114
205,1116
1657,1620
1899,479
1907,1386
83,1239
1712,244
1750,1668
58,837
1079,1463
203,926
1548,401
1635,1601
742,566
998,492
776,1691
1286,401
1594,1420
1255,1725
632,514
1350,1468
1460,931
7,1136
1645,1242
1725,1351
483,1065
1199,1421
1384,563
922,1521
148,1898
1295,1654
1688,1054
602,1022
515,788
1925,1641
1765,1423
104,1828
1805,1230
764,1200
641,455
655,539
1427,381
653,429
933,1795
1104,1268
486,172
1528,1861
1284,826
1690,202
532,1487
759,861
1041,839
449,1947
1994,464
1290,348
1690,876
1673,378
887,1684
1369,641
240,790
1008,1416
225,253
1991,1478
888,862
1170,840
853,904
1939,1925
961,1606
1650,776
1518,1523
1432,59
697,1825
501,1096
989,127
1118,915
573,1344
1502,532
1149,1168
1332,1927
1029,577
165,94
1053,1725
1455,1997
839,1765
1216,1077
1874,934
930,1474
414,1329
1523,1085
573,562
1440,184
944,1000
821,255
859,547
184,229
1083,1078
1541,581
1470,1195
1757,1288
1106,1327
978,238
918,1127
714,952
449,1960
1834,488
988,1600
474,67
71,1111
200,996
444,453
1210,1155
1268,571
1471,27
1532,1026
815,625
1622,16
542,961
864,1915
1504,555
255,410
1214,1390
201,1342
1630,285
515,369
173,1243
364,545
1814,1534
300,1055
1483,1700
1091,1813
1780,229
618,318
905,411
336,1157
1703,391
1926,54
1482,14
227,1070
912,944
289,1719
1835,281
1859,1541
9,210
793,1109
1420,862
1779,1060
1832,132
513,417
1348,1102
